age,annual_income,intent,bhk_preference,bhk_enquired,stated_budget,rate_psf,carpet_sqft,property_ticket,downpayment_pct,loan_amount,emi_monthly,emi_to_income,affordability_ratio,budget_match,bhk_match,_true_p,converted,city_Bengaluru,city_Chennai,city_Delhi-NCR,city_Hyderabad,city_Kolkata,city_Mumbai-MMR,city_Pune
41,1850517,1,2,2,10889356,8740,730,6382922,0.283,4576902,40010,0.259,3.45,0,1,0.00199,0,0,0,0,1,0,0,0
35,3281248,0,2,2,3401701,13700,967,13242605,0.279,9543848,83429,0.305,4.04,0,1,0.0015,0,0,0,0,0,0,1,0
36,2177347,0,2,2,2687075,8970,683,6127499,0.299,4296106,37555,0.207,2.81,0,1,0.03039,0,0,0,0,0,0,0,1
60,1807376,1,2,1,13116367,7700,434,3341183,0.216,2618025,22886,0.152,1.85,0,0,0.00192,0,0,0,0,0,0,0,1
33,3055815,0,2,2,29342681,44000,744,32721794,0.196,26323598,230111,0.904,10.71,1,1,0.00149,0,0,0,0,0,0,1,0
43,3237878,0,4,3,80000000,6565,1254,8232706,0.165,6873850,60089,0.223,2.54,0,0,0.00236,0,0,1,0,0,0,0,0
37,1108625,1,2,2,8192269,4850,964,4674241,0.25,3503548,30627,0.332,4.22,1,1,0.00558,0,0,0,0,0,1,0,0
49,3052030,0,2,3,50717942,8780,1430,12554869,0.234,9617175,84070,0.331,4.11,0,0,0.00279,0,1,0,0,0,0,0,0
37,991446,0,2,2,13235686,4950,985,4874696,0.255,3632800,31757,0.384,4.92,0,1,0.00045,0,0,0,1,0,0,0,0
41,3302834,0,4,4,2107040,6700,1977,13244802,0.257,9839486,86013,0.313,4.01,0,1,0.08069,0,0,0,0,1,0,0,0
40,2920089,1,1,1,4362628,24950,637,15890360,0.231,12214548,106775,0.439,5.44,0,1,0.02937,0,0,0,0,0,0,1,0
45,657268,0,2,2,10416212,11200,1096,12277800,0.249,9226714,80656,1.473,18.68,1,1,0.00036,0,0,0,0,0,0,1,0
31,2899570,0,2,2,8368313,5820,721,4197932,0.196,3374873,29502,0.122,1.45,0,1,0.01705,0,0,0,1,0,0,0,0
61,472351,0,2,2,14663315,7700,961,7401221,0.151,6284446,54936,1.396,15.67,0,1,0.00029,0,0,0,0,0,0,0,1
36,55402,0,3,3,6887411,4950,1416,7007601,0.251,5250262,45896,9.941,126.49,1,1,0.0,0,0,0,1,0,0,0,0
46,1714270,0,3,3,11846071,7700,1256,9674441,0.175,7982925,69784,0.488,5.64,1,1,0.02234,0,0,0,0,0,0,0,1
39,1990965,0,2,2,7320386,11000,849,9333897,0.201,7461369,65225,0.393,4.69,0,1,0.00153,0,0,0,1,0,0,0,0
59,63170,0,3,2,11645133,8000,908,7262609,0.157,6123439,53529,10.169,114.97,0,0,0.0,0,0,0,0,0,0,1,0
64,3812586,0,3,3,11267340,28000,1471,41194433,0.224,31954291,279333,0.879,10.8,0,1,0.00148,0,0,0,0,0,0,1,0
52,282220,0,3,3,53425794,11200,1219,13654914,0.272,9940889,86900,3.695,48.38,0,1,1e-05,0,0,0,0,0,0,1,0
65,1258070,0,3,3,10757861,8780,1365,11985469,0.256,8913767,77921,0.743,9.53,1,1,0.00018,0,1,0,0,0,0,0,0
32,1727058,1,2,2,10624009,9600,707,6788854,0.203,5410429,47296,0.329,3.93,0,1,0.00284,0,0,0,1,0,0,0,0
48,7220814,0,3,3,13784244,10280,1206,12399215,0.195,9982689,87265,0.145,1.72,1,1,0.00351,0,0,0,0,1,0,0,0
43,5629150,0,3,3,41266334,8800,1194,10505269,0.206,8341942,72922,0.155,1.87,0,1,0.00747,0,1,0,0,0,0,0,0
51,4089828,0,2,2,7439595,19800,816,16162275,0.192,13060221,114168,0.335,3.95,0,1,0.01478,0,0,0,0,0,0,0,1
56,630506,1,2,2,80000000,8000,693,5545268,0.188,4501265,39348,0.749,8.79,0,1,7e-05,0,0,0,0,0,0,1,0
50,1693856,1,2,2,3261685,8780,925,8124798,0.19,6578636,57508,0.407,4.8,0,1,0.01302,0,1,0,0,0,0,0,0
37,1354461,1,3,3,4476629,7650,1431,10949757,0.231,8424181,73641,0.652,8.08,0,1,0.00044,0,0,1,0,0,0,0,0
39,2429803,0,3,2,6104251,8000,915,7319373,0.221,5702892,49853,0.246,3.01,1,0,0.00935,0,0,0,0,0,0,1,0
40,1703074,1,3,3,7964169,6700,1429,9572874,0.154,8099906,70806,0.499,5.62,0,1,0.00401,0,0,0,0,1,0,0,0
31,1987310,1,4,4,13999017,13700,2790,38224541,0.255,28485486,249010,1.504,19.23,0,1,0.00056,0,0,0,0,0,0,1,0
63,2996467,0,2,3,5623434,8800,1428,12562745,0.278,9068774,79276,0.317,4.19,0,0,0.00256,0,1,0,0,0,0,0,0
46,3078579,0,2,3,3594660,6900,1015,7006894,0.188,5692128,49758,0.194,2.28,0,0,0.0032,0,0,0,1,0,0,0,0
38,1396972,1,3,3,7168096,4950,1318,6522334,0.184,5320216,46507,0.399,4.67,1,1,0.19389,1,0,0,1,0,0,0,0
37,4352951,0,3,3,12101066,8970,1491,13371660,0.255,9968439,87140,0.24,3.07,1,1,0.01908,0,0,0,0,0,0,0,1
52,2887980,0,4,4,13968765,8740,1626,14208460,0.286,10143046,88667,0.368,4.92,1,1,0.00405,0,0,0,0,1,0,0,0
38,1115443,1,2,2,10269129,6550,986,6460912,0.239,4918882,42999,0.463,5.79,0,1,0.0009,0,0,0,0,1,0,0,0
37,3494422,1,2,2,7480228,7700,1074,8270775,0.221,6442089,56314,0.193,2.37,1,1,0.0024,0,0,0,0,0,0,0,1
50,654054,1,3,3,3202827,7150,1120,8009354,0.199,6412243,56053,1.028,12.25,0,1,0.00079,0,1,0,0,0,0,0,0
49,3732175,0,3,3,14600092,8780,1022,8972655,0.258,6657702,58199,0.187,2.4,0,1,0.01665,0,1,0,0,0,0,0,0
50,906319,1,2,2,11247944,7730,982,7592668,0.214,5967533,52166,0.691,8.38,0,1,0.00047,0,0,0,0,0,0,0,1
48,3394093,1,2,2,12716958,4950,712,3522835,0.267,2580891,22561,0.08,1.04,0,1,0.00645,0,0,0,1,0,0,0,0
39,1248080,0,2,2,47238205,8780,671,5893353,0.169,4897145,42809,0.412,4.72,0,1,0.02329,0,1,0,0,0,0,0,0
49,176275,1,2,1,4562976,8000,430,3436774,0.286,2454944,21460,1.461,19.5,0,0,9e-05,0,1,0,0,0,0,0,0
41,394502,0,4,4,10452075,8000,2438,19504631,0.157,16442008,143730,4.372,49.44,0,1,0.0,0,0,0,0,0,0,1,0
33,466519,0,1,1,10926767,7750,509,3945794,0.279,2843602,24858,0.639,8.46,0,1,0.00104,0,0,0,0,0,0,1,0
33,2378852,0,3,3,2129907,8000,1540,12316660,0.284,8813266,77042,0.389,5.18,0,1,0.0079,0,1,0,0,0,0,0,0
65,1643896,0,3,2,8690421,10280,785,8074121,0.277,5834007,50999,0.372,4.91,1,0,0.19385,0,0,0,0,1,0,0,0
39,924690,0,2,2,10963694,6900,706,4868924,0.271,3550302,31035,0.403,5.27,0,1,0.00981,1,0,0,1,0,0,0,0
62,9600000,1,2,1,31933461,16700,467,7801528,0.259,5781932,50543,0.063,0.81,0,0,0.02953,0,0,0,0,0,1,0,0
61,1357693,1,3,3,3043365,4950,1488,7363260,0.201,5885142,51446,0.455,5.42,0,1,0.01997,0,0,0,1,0,0,0,0
34,1330293,0,3,3,6008389,13700,1451,19877743,0.247,14968772,130851,1.18,14.94,0,1,9e-05,0,0,0,0,0,0,1,0
46,19924,1,3,3,5147842,6900,1272,8778293,0.256,6528767,57072,34.375,440.6,1,1,0.0,0,0,0,1,0,0,0,0
48,1710613,1,1,1,4579000,6700,404,2704886,0.284,1935839,16922,0.119,1.58,0,1,0.00112,0,0,0,0,1,0,0,0
43,698766,1,4,4,2526009,6900,2647,18263351,0.255,13605605,118935,2.042,26.14,0,1,3e-05,0,0,0,1,0,0,0,0
43,29063,0,2,2,18686655,8970,938,8418013,0.295,5934001,51873,21.418,289.65,0,1,0.0,0,0,0,0,0,0,0,1
59,1339748,0,3,3,19163175,7700,1026,7896959,0.248,5935277,51884,0.465,5.89,0,1,0.00993,0,0,0,0,0,0,0,1
38,416401,1,2,1,11064273,8000,436,3490789,0.205,2774080,24250,0.699,8.38,0,0,0.00038,0,0,0,0,0,0,1,0
29,612331,0,2,1,11096634,7750,420,3254743,0.21,2572343,22486,0.441,5.32,0,0,0.00519,0,0,0,0,0,0,1,0
39,123293,0,3,3,12341549,7750,1009,7822894,0.171,6483032,56672,5.516,63.45,0,1,0.0,0,0,0,0,0,0,1,0
47,1376254,1,3,3,21280100,8000,1393,11145951,0.189,9036037,78990,0.689,8.1,0,1,0.00152,0,1,0,0,0,0,0,0
59,2301496,0,2,2,30503803,8740,797,6962705,0.243,5271121,46078,0.24,3.03,0,1,0.00456,0,0,0,0,1,0,0,0
48,1711301,0,1,1,10575220,24950,467,11660814,0.157,9834935,85973,0.603,6.81,1,1,0.02065,0,0,0,0,0,0,1,0
59,2624430,1,3,3,2164135,8000,1211,9691649,0.272,7055303,61675,0.282,3.69,0,1,0.03089,0,0,0,0,0,0,1,0
36,2641861,0,3,2,8256173,11000,917,10091950,0.261,7460642,65218,0.296,3.82,0,0,0.01425,0,0,0,1,0,0,0,0
32,1389013,0,3,2,4709601,8740,1030,8998892,0.264,6618977,57861,0.5,6.48,1,0,0.00131,0,0,0,0,1,0,0,0
32,1840126,0,3,2,3109755,7000,686,4803397,0.154,4062342,35511,0.232,2.61,0,0,0.02303,0,0,0,0,0,0,0,1
31,2601527,1,3,3,8644402,7150,1110,7939503,0.252,5939889,51924,0.24,3.05,1,1,0.03075,0,1,0,0,0,0,0,0
60,1727284,0,1,1,49440945,16650,569,9473939,0.253,7079864,61890,0.43,5.48,0,1,0.01162,0,1,0,0,0,0,0,0
44,1635724,0,2,2,8686228,5820,886,5155949,0.263,3798570,33206,0.244,3.15,1,1,0.07978,0,0,0,1,0,0,0,0
36,1300923,0,2,1,10391918,10280,525,5399913,0.212,4254911,37195,0.343,4.15,0,0,0.06087,0,0,0,0,1,0,0,0
61,4997616,0,3,3,3888185,7750,1270,9840717,0.239,7490801,65482,0.157,1.97,0,1,0.00772,0,0,0,0,0,0,1,0
42,2200821,1,2,2,43644420,20350,693,14100029,0.273,10253336,89631,0.489,6.41,0,1,0.00086,0,0,1,0,0,0,0,0
55,4581434,1,3,3,3594463,11000,1558,17142184,0.199,13729952,120022,0.314,3.74,0,1,0.01673,0,0,0,1,0,0,0,0
50,5426083,0,3,3,20717054,4950,1431,7084323,0.19,5741470,50190,0.111,1.31,0,1,0.01558,0,0,0,1,0,0,0,0
40,1113146,0,3,2,4459205,8000,899,7194953,0.171,5966192,52154,0.562,6.46,0,0,0.01331,0,0,0,0,0,0,1,0
52,2420639,1,3,3,8252841,6565,1195,7845939,0.199,6282589,54920,0.272,3.24,1,1,0.02243,0,0,1,0,0,0,0,0
65,455979,1,3,3,10089384,7000,1087,7608373,0.211,6005035,52494,1.381,16.69,0,1,0.00063,0,0,0,0,0,0,0,1
67,1312238,0,2,2,12948387,16650,893,14873469,0.265,10933918,95580,0.874,11.33,1,1,0.00144,0,1,0,0,0,0,0,0
55,1297025,0,3,3,6779354,8000,1596,12770131,0.164,10681770,93376,0.864,9.85,0,1,0.00021,0,1,0,0,0,0,0,0
70,846727,1,1,1,16680826,8000,629,5031803,0.154,4255716,37202,0.527,5.94,0,1,0.00717,0,0,0,0,0,0,1,0
31,1681798,1,2,2,5017184,24950,1059,26428920,0.154,22348758,195365,1.394,15.71,0,1,7e-05,0,0,0,0,0,0,1,0
63,22618,0,2,2,13962723,8000,759,6071004,0.205,4824695,42176,22.376,268.41,0,1,0.0,0,0,0,0,0,0,1,0
50,914767,1,1,1,13559840,11200,460,5153017,0.233,3953642,34561,0.453,5.63,0,1,0.00686,0,0,0,0,0,0,1,0
60,3742182,0,3,3,6487212,19800,1203,23825079,0.204,18964926,165784,0.532,6.37,0,1,0.01943,0,0,0,0,0,0,0,1
42,3221010,0,2,2,32657715,9600,1099,10550859,0.238,8035236,70241,0.262,3.28,0,1,0.00365,0,0,0,1,0,0,0,0
41,228429,0,4,4,4888110,5820,2428,14129674,0.213,11121492,97220,5.107,61.86,0,1,0.0,0,0,0,1,0,0,0,0
44,3465681,0,3,3,14954008,8970,1572,14099711,0.19,11417587,99808,0.346,4.07,1,1,0.06243,0,0,0,0,0,0,0,1
25,3232937,0,2,2,4019049,11200,959,10739696,0.244,8121204,70993,0.264,3.32,0,1,0.0232,0,0,0,0,0,0,1,0
37,635637,0,3,3,27521795,8780,1043,9156503,0.193,7392880,64626,1.22,14.41,0,1,0.00066,0,1,0,0,0,0,0,0
39,1243405,1,2,2,4942463,6900,1007,6949541,0.216,5450644,47648,0.46,5.59,1,1,0.03523,0,0,0,1,0,0,0,0
66,5019463,0,2,2,13456770,6900,1089,7513630,0.242,5695415,49787,0.119,1.5,0,1,0.11414,0,0,0,1,0,0,0,0
40,77941,0,2,2,3826400,8780,922,8094975,0.238,6165805,53899,8.298,103.86,0,1,0.0,0,1,0,0,0,0,0,0
32,1251029,0,3,3,14987600,6800,1325,9012156,0.199,7218416,63101,0.605,7.2,1,1,0.00103,0,0,1,0,0,0,0,0
64,1756702,0,3,3,6120692,6700,1251,8380730,0.186,6821779,59633,0.407,4.77,1,1,0.01383,0,0,0,0,1,0,0,0
31,4922516,0,3,3,12841796,10280,1419,14590951,0.288,10382495,90760,0.221,2.96,1,1,0.01898,0,0,0,0,1,0,0,0
38,3856901,1,3,3,12625084,9600,1581,15177493,0.292,10740914,93893,0.292,3.94,0,1,0.01518,0,0,0,1,0,0,0,0
59,1429358,0,2,2,9809844,7150,822,5876222,0.298,4124989,36059,0.303,4.11,0,1,0.00307,0,1,0,0,0,0,0,0
54,506544,0,3,3,38916369,6800,1379,9376413,0.172,7761069,67844,1.607,18.51,0,1,0.0003,0,0,1,0,0,0,0,0
47,694959,0,3,4,3801069,7650,1666,12747822,0.231,9808338,85741,1.481,18.34,0,0,0.00091,0,0,1,0,0,0,0,0
60,3235826,1,2,2,14391161,6550,768,5028327,0.235,3848027,33638,0.125,1.55,0,1,0.02883,0,0,0,0,1,0,0,0
38,2678873,0,3,3,8155424,6320,1125,7111990,0.193,5740364,50180,0.225,2.65,1,1,0.02334,0,0,0,0,1,0,0,0
30,300442,1,2,2,2118869,7650,879,6725721,0.168,5593868,48900,1.953,22.39,0,1,5e-05,0,0,1,0,0,0,0,0
45,489514,1,2,3,4890199,9600,1179,11322198,0.263,8350028,72993,1.789,23.13,0,0,0.00045,0,0,0,1,0,0,0,0
39,2103610,0,3,3,12804757,8000,1003,8027171,0.2,6423804,56154,0.32,3.82,0,1,0.0299,0,0,0,0,0,0,1,0
33,1634153,0,1,1,4101771,7000,496,3470432,0.27,2533758,22149,0.163,2.12,1,1,0.04407,1,0,0,0,0,0,0,1
45,1796192,0,2,1,7921717,7700,451,3471764,0.179,2851445,24926,0.167,1.93,0,0,0.03691,0,0,0,0,0,0,0,1
61,3107555,1,3,3,3129952,11000,1078,11858179,0.191,9597572,83898,0.324,3.82,0,1,0.00554,0,0,0,1,0,0,0,0
58,1725869,0,2,2,35908286,7700,758,5840320,0.244,4416219,38605,0.268,3.38,0,1,0.02234,0,0,0,0,0,0,0,1
58,730451,0,3,4,2574992,7730,2428,18768283,0.156,15838735,138456,2.275,25.69,0,0,3e-05,0,0,0,0,0,0,0,1
32,1819430,1,3,4,12680775,5030,2190,11013453,0.181,9017817,78830,0.52,6.05,1,0,0.00033,0,0,0,0,0,1,0,0
57,2474297,0,3,4,12718564,8780,2010,17644058,0.257,13105709,114565,0.556,7.13,0,0,0.00011,0,1,0,0,0,0,0,0
58,3186141,0,1,1,14528033,13700,549,7517539,0.176,6196284,54166,0.204,2.36,0,1,0.00605,0,0,0,0,0,0,1,0
30,296041,1,2,1,5654168,6900,424,2928339,0.181,2399733,20978,0.85,9.89,0,0,0.00045,0,0,0,1,0,0,0,0
46,3373097,0,1,2,3705392,8780,749,6572679,0.16,5519567,48250,0.172,1.95,0,0,0.01047,0,1,0,0,0,0,0,0
38,1261166,1,3,3,12234696,11200,1042,11672279,0.286,8339824,72904,0.694,9.26,1,1,3e-05,0,0,0,0,0,0,1,0
39,9600000,0,3,3,3681510,19800,1207,23896965,0.181,19582042,171179,0.214,2.49,0,1,0.0106,0,0,0,0,0,0,0,1
55,2223542,0,3,3,4818471,6565,1380,9058221,0.261,6698073,58552,0.316,4.07,0,1,0.01014,0,0,1,0,0,0,0,0
47,1439995,0,2,3,5186930,7150,1432,10238680,0.237,7813334,68301,0.569,7.11,0,0,0.00055,0,1,0,0,0,0,0,0
47,171770,1,2,2,23686879,8800,651,5730300,0.219,4475444,39123,2.733,33.36,0,1,1e-05,0,1,0,0,0,0,0,0
35,3269223,0,3,3,19141867,7150,1156,8266097,0.162,6923462,60522,0.222,2.53,0,1,0.00313,0,1,0,0,0,0,0,0
56,1975157,0,4,4,15566141,4950,2658,13155554,0.259,9743832,85177,0.517,6.66,0,1,0.00565,0,0,0,1,0,0,0,0
50,2229110,0,3,3,7419420,8780,1521,13357351,0.186,10870283,95024,0.512,5.99,0,1,0.00483,0,1,0,0,0,0,0,0
30,1944011,0,3,3,3776828,7150,1144,8179272,0.166,6820192,59620,0.368,4.21,0,1,0.00641,0,1,0,0,0,0,0,0
37,6328352,0,2,2,9437281,9600,1003,9626355,0.294,6793721,59388,0.113,1.52,1,1,0.29616,0,0,0,1,0,0,0,0
46,1803077,1,3,2,10551359,4850,859,4168093,0.263,3072236,26856,0.179,2.31,0,0,0.00107,0,0,0,0,0,1,0,0
59,5432799,1,3,3,26907625,16650,1162,19350200,0.221,15077604,131803,0.291,3.56,0,1,0.00482,0,1,0,0,0,0,0,0
38,4673159,1,2,2,5161016,7000,1001,7010322,0.291,4967267,43422,0.112,1.5,1,1,0.01233,0,0,0,0,0,0,0,1
44,1251992,0,2,3,19328473,6700,1406,9417037,0.222,7324235,64026,0.614,7.52,0,0,0.00069,0,0,0,0,1,0,0,0
41,1686065,0,2,2,80000000,8000,833,6666477,0.279,4805314,42006,0.299,3.95,0,1,0.12472,0,0,0,0,0,0,1,0
59,1725782,1,2,3,4189331,6550,1042,6822067,0.167,5680455,49656,0.345,3.95,0,0,0.00059,0,0,0,0,1,0,0,0
59,1192436,0,3,3,10367388,7150,1072,7663507,0.16,6438976,56287,0.566,6.43,0,1,0.00111,0,1,0,0,0,0,0,0
48,2710235,0,2,2,5195766,28000,948,26554723,0.208,21020764,183756,0.814,9.8,0,1,0.0004,0,0,0,0,0,0,1,0
46,5421206,0,3,2,11373297,28000,1054,29525719,0.155,24949652,218101,0.483,5.45,0,0,0.00078,0,0,0,0,0,0,1,0
32,8645676,0,1,1,15192738,44000,451,19865051,0.219,15506166,135549,0.188,2.3,1,1,0.01202,0,0,0,0,0,0,1,0
30,2498200,0,2,2,6304680,10280,1096,11268387,0.162,9445923,82573,0.397,4.51,0,1,0.01146,0,0,0,0,1,0,0,0
56,1973716,1,2,2,12564809,5820,808,4701214,0.209,3719244,32512,0.198,2.38,0,1,0.02296,0,0,0,1,0,0,0,0
45,1858472,0,3,3,27326819,8740,1140,9961307,0.227,7700862,67318,0.435,5.36,0,1,0.00332,0,0,0,0,1,0,0,0
30,2788402,0,3,3,6817664,11000,1202,13220413,0.235,10108471,88364,0.38,4.74,0,1,0.00044,0,0,0,1,0,0,0,0
71,1632759,1,3,3,7727750,7150,1405,10042697,0.27,7333181,64104,0.471,6.15,0,1,0.00435,0,1,0,0,0,0,0,0
37,35192,1,2,2,11826935,6800,815,5539898,0.3,3880169,33919,11.566,157.42,0,1,0.0,0,0,1,0,0,0,0,0
55,3424102,0,2,2,4195736,10280,1090,11204058,0.231,8618804,75342,0.264,3.27,0,1,0.00395,0,0,0,0,1,0,0,0
47,1461603,1,3,4,10231561,7150,2444,17474154,0.261,12916194,112909,0.927,11.96,0,0,0.00011,0,1,0,0,0,0,0,0
40,1753587,0,3,3,6923049,6900,1451,10014454,0.288,7134755,62369,0.427,5.71,0,1,0.0004,0,0,0,1,0,0,0,0
44,1607610,1,3,3,68456829,8740,1099,9601093,0.284,6874261,60092,0.449,5.97,0,1,0.00252,0,0,0,0,1,0,0,0
48,1906572,0,3,4,4881813,7000,2255,15785074,0.248,11875585,103812,0.653,8.28,0,0,0.00226,0,0,0,0,0,0,0,1
51,1607621,0,3,3,11351276,8000,1411,11290424,0.262,8336260,72872,0.544,7.02,1,1,0.01137,0,0,0,0,0,0,1,0
44,1872500,0,3,3,13515275,8000,1003,8020106,0.294,5658971,49469,0.317,4.28,0,1,0.07187,0,1,0,0,0,0,0,0
76,5050664,1,3,3,11874334,16700,1396,23316076,0.193,18821415,164530,0.391,4.62,0,1,0.01834,0,0,0,0,0,1,0,0
39,1485740,0,4,4,4350419,9600,2507,24069634,0.276,17431106,152376,1.231,16.2,0,1,0.00059,0,0,0,1,0,0,0,0
47,656422,1,4,3,14749845,5820,1066,6203438,0.26,4593605,40156,0.734,9.45,0,0,0.00064,0,0,0,1,0,0,0,0
57,9600000,0,2,2,21678842,20350,1099,22354893,0.272,16284678,142355,0.178,2.33,1,1,0.00848,0,0,1,0,0,0,0,0
42,1423067,0,1,1,2346543,13700,410,5619388,0.2,4497011,39311,0.331,3.95,0,1,0.01114,0,0,0,0,0,0,1,0
47,1292731,1,3,3,8151627,16700,1500,25046969,0.202,19984271,174695,1.622,19.38,0,1,0.00172,0,0,0,0,0,1,0,0
44,1707815,1,3,3,23242481,7000,1186,8302479,0.176,6838617,59781,0.42,4.86,0,1,0.01106,0,0,0,0,0,0,0,1
46,2124537,0,3,3,5231599,9600,1504,14440441,0.26,10690155,93449,0.528,6.8,0,1,0.00624,0,0,0,1,0,0,0,0
34,5451042,0,3,3,20514681,16650,1483,24690402,0.161,20717870,181108,0.399,4.53,1,1,0.00634,0,1,0,0,0,0,0,0
56,3118985,1,4,4,3182902,8000,1820,14559418,0.288,10371009,90659,0.349,4.67,0,1,0.00058,0,1,0,0,0,0,0,0
36,1773089,1,2,2,9858472,7150,879,6287258,0.291,4456727,38959,0.264,3.55,0,1,0.01316,0,1,0,0,0,0,0,0
41,1994723,1,1,1,13994790,8780,475,4172139,0.156,3521292,30782,0.185,2.09,0,1,0.00644,0,1,0,0,0,0,0,0
62,3142641,0,3,3,10686200,11200,1511,16920578,0.251,12678745,110833,0.423,5.38,0,1,0.00054,0,0,0,0,0,0,1,0
52,5890069,0,2,1,4586444,8780,422,3705072,0.171,3071761,26852,0.055,0.63,0,0,0.00452,0,1,0,0,0,0,0,0
67,5102945,1,3,3,11144263,9600,1172,11252921,0.265,8270438,72297,0.17,2.21,1,1,0.02037,0,0,0,1,0,0,0,0
48,142301,0,3,4,10778058,6800,2719,18492502,0.231,14226361,124362,10.487,129.95,0,0,0.0,0,0,1,0,0,0,0,0
40,1255626,0,3,3,10254880,8000,1074,8590142,0.288,6117332,53475,0.511,6.84,0,1,0.00131,0,0,0,0,0,0,1,0
45,2316118,0,3,3,13050035,11200,1147,12846050,0.228,9922032,86735,0.449,5.55,1,1,0.01486,0,0,0,0,0,0,1,0
62,1351247,1,1,2,28036684,7700,991,7634530,0.235,5840697,51057,0.453,5.65,0,0,0.00436,0,0,0,0,0,0,0,1
57,4474,1,3,3,24632199,5820,1410,8205639,0.242,6223505,54404,145.934,1834.26,0,1,0.0,0,0,0,1,0,0,0,0
49,2113394,0,2,2,8829189,7700,967,7449016,0.265,5472643,47840,0.272,3.52,1,1,0.06234,0,0,0,0,0,0,0,1
38,1801074,0,2,2,18042539,4850,673,3266163,0.164,2729225,23858,0.159,1.81,0,1,0.00314,0,0,0,0,0,1,0,0
38,3482003,1,1,1,6744237,24950,471,11755479,0.191,9507351,83110,0.286,3.38,0,1,0.03425,0,0,0,0,0,0,1,0
74,3634611,1,2,3,18907664,7730,1100,8499827,0.261,6284549,54937,0.181,2.34,0,0,0.00238,0,0,0,0,0,0,0,1
28,9600000,0,3,3,11300619,20350,1427,29033143,0.152,24607881,215113,0.269,3.02,0,1,0.00496,0,0,1,0,0,0,0,0
34,1831301,1,3,3,9946981,7730,1396,10788093,0.197,8659725,75700,0.496,5.89,1,1,0.00267,0,0,0,0,0,0,0,1
60,963135,0,2,2,10319454,7000,743,5202705,0.19,4212274,36822,0.459,5.4,0,1,0.00777,0,0,0,0,0,0,0,1
44,1799575,1,2,2,9005138,7650,1075,8225231,0.245,6206617,54256,0.362,4.57,0,1,0.0133,0,0,1,0,0,0,0,0
65,22322,0,3,4,2483033,7150,1964,14044180,0.246,10584830,92529,49.742,629.16,0,0,0.0,0,1,0,0,0,0,0,0
35,1167445,0,1,1,9351668,7750,647,5012484,0.204,3990572,34884,0.359,4.29,0,1,0.00423,0,0,0,0,0,0,1,0
38,2619243,1,1,1,17849754,28000,634,17761373,0.274,12889893,112679,0.516,6.78,1,1,0.03463,0,0,0,0,0,0,1,0
52,2213716,0,3,4,43371453,10280,2098,21562834,0.189,17495073,152935,0.829,9.74,0,0,0.00057,0,0,0,0,1,0,0,0
47,3313252,1,3,3,7205969,10280,1192,12251584,0.3,8578516,74990,0.272,3.7,0,1,0.00329,0,0,0,0,1,0,0,0
41,1690321,0,1,1,14427587,7750,450,3488121,0.263,2570276,22468,0.16,2.06,0,1,0.01645,0,0,0,0,0,0,1,0
36,3144092,1,1,1,10748228,8800,499,4390339,0.158,3697120,32319,0.123,1.4,0,1,0.02994,0,1,0,0,0,0,0,0
41,606351,0,3,3,32438469,7000,1505,10535760,0.299,7384895,64556,1.278,17.38,0,1,5e-05,0,0,0,0,0,0,0,1
45,1121290,0,2,2,14147214,7750,1009,7819965,0.284,5595972,48918,0.524,6.97,0,1,0.0135,0,0,0,0,0,0,1,0
44,977934,1,3,3,13560584,8740,1249,10918202,0.288,7772208,67942,0.834,11.16,1,1,0.00075,0,0,0,0,1,0,0,0
30,3074781,0,4,4,3090696,8780,1920,16853942,0.262,12432851,108683,0.424,5.48,0,1,0.0014,1,1,0,0,0,0,0,0
46,1225729,1,4,3,12111618,6320,1497,9458085,0.193,7628533,66686,0.653,7.72,1,0,0.00029,0,0,0,0,1,0,0,0
44,1473487,1,1,1,23329633,6900,556,3835677,0.281,2758748,24116,0.196,2.6,0,1,0.02638,0,0,0,1,0,0,0,0
44,2199683,1,1,1,13891948,44000,507,22303252,0.253,16657335,145612,0.794,10.14,0,1,0.00875,0,0,0,0,0,0,1,0
36,1730702,0,2,2,2938672,9600,917,8805737,0.285,6294323,55023,0.382,5.09,0,1,0.0018,0,0,0,1,0,0,0,0
58,1273894,0,2,2,29757959,5820,663,3860143,0.246,2910881,25446,0.24,3.03,0,1,0.0078,0,0,0,1,0,0,0,0
36,4783261,0,3,3,23512691,16650,1407,23433567,0.259,17368921,151833,0.381,4.9,1,1,0.00354,0,1,0,0,0,0,0,0
67,47111,0,4,4,9299312,7750,2069,16036669,0.25,12027980,105144,26.782,340.4,0,1,0.0,0,0,0,0,0,0,1,0
43,957191,0,2,2,28649571,6320,738,4661854,0.207,3695356,32303,0.405,4.87,0,1,0.00895,0,0,0,0,1,0,0,0
55,660760,0,3,3,9335619,5820,1192,6935465,0.3,4857730,42464,0.771,10.5,0,1,0.00171,0,0,0,1,0,0,0,0
48,1868921,0,3,3,13194399,5820,1004,5843417,0.213,4598881,40202,0.258,3.13,0,1,0.00305,0,0,0,1,0,0,0,0
59,405900,1,2,2,13237972,8800,1044,9187152,0.198,7368508,64413,1.904,22.63,1,1,5e-05,0,1,0,0,0,0,0,0
43,3268015,0,4,4,24518819,4950,1829,9053227,0.202,7221840,63131,0.232,2.77,0,1,0.00407,0,0,0,1,0,0,0,0
